code	name	municipality	population	lat	lon
3933012	Hamilton	39017	64644	39.394328	-84.565522
3935476	Hilliard	39049	38898	40.034719	-83.157788
3936610	Huber Heights	39113	43905	39.858881	-84.112893
3939872	Kent	39133	27737	41.145711	-81.364363
3940040	Kettering	39113	57396	39.695991	-84.150437
3941664	Lakewood	39035	49027	41.483258	-81.801143
3941720	Lancaster	39045	41956	39.725258	-82.606274
3943554	Lima	39003	34695	40.740679	-84.112091
3944856	Lorain	39093	65366	41.438805	-82.179722
3947138	Mansfield	39139	47381	40.766308	-82.531659
3947754	Marion	39101	35587	40.596746	-83.123185
3948160	Marysville	39159	30190	40.218421	-83.345076
3948188	Mason	39165	35834	39.360722	-84.295867
3948244	Massillon	39151	32168	40.784483	-81.525216
3948790	Medina	39103	25692	41.134636	-81.869513
3949056	Mentor	39085	47010	41.690159	-81.33588
3949840	Middletown	39017	52146	39.502952	-84.364893
3954040	Newark	39089	51473	40.071503	-82.424221
3956882	North Olmsted	39035	31542	41.414929	-81.919131
3956966	North Ridgeville	39093	37786	41.386317	-82.022821
3957008	North Royalton	39035	30936	41.315916	-81.748052
3961000	Parma	39035	78581	41.383569	-81.728641
3962148	Perrysburg	39173	25441	41.539059	-83.644125
3962498	Pickerington	39045	26333	39.887539	-82.764138
3966390	Reynoldsburg	39049	43350	39.960821	-82.789321
3971682	Shaker Heights	39035	28466	41.47609	-81.549197
3974118	Springfield	39023	58281	39.928908	-83.794241
3974944	Stow	39153	33941	41.176261	-81.436523
3975098	Strongsville	39035	45629	41.312788	-81.831904
3977000	Toledo	39095	263423	41.664071	-83.581861
3977588	Troy	39109	27344	40.044598	-84.224098
3979002	Upper Arlington	39049	35893	40.027587	-83.070722
3980892	Warren	39155	38328	41.239564	-80.816015
3983342	Westerville	39049	38165	40.123499	-82.913639
3983622	Westlake	39035	33904	41.449531	-81.930162
3986548	Wooster	39169	27115	40.81906	-81.931557
3986772	Xenia	39057	26425	39.683133	-83.940808
3988000	Youngstown	39099	58832	41.099095	-80.645902
3988084	Zanesville	39119	25138	39.957027	-82.011954
4004450	Bartlesville	40147	38278	36.737914	-95.948484
4006400	Bixby	40143	32766	35.945571	-95.878343
4009050	Broken Arrow	40143	124991	36.039317	-95.78522
4023200	Edmond	40109	100479	35.673807	-97.413076
4023950	Enid	40047	50297	36.406702	-97.869861
4037800	Jenks	40143	28175	35.998219	-95.973404
4041850	Lawton	40031	90503	34.619218	-98.421106
4048350	Midwest City	40109	58799	35.458752	-97.37457
4049200	Moore	40027	63609	35.328503	-97.474763
4050050	Muskogee	40101	36760	35.742643	-95.356864
4052500	Norman	40027	130943	35.240569	-97.345299
4055000	Oklahoma City	40109	719849	35.467079	-97.513657
4056650	Owasso	40143	43117	36.287236	-95.835349
4066800	Shawnee	40125	32474	35.340637	-96.932012
4070300	Stillwater	40119	50046	36.131496	-97.074464
4075000	Tulsa	40143	416209	36.127949	-95.902316
4101000	Albany	41043	56894	44.626928	-123.096741
4105350	Beaverton	41067	97842	45.478058	-122.817079
4105800	Bend	41017	107342	44.056683	-121.307991
4115800	Corvallis	41003	61499	44.569949	-123.278285
4123850	Eugene	41039	178618	44.056848	-123.119019
4126200	Forest Grove	41067	27252	45.526091	-123.109944
4130550	Grants Pass	41033	39239	42.43186	-123.333158
4131250	Gresham	41051	111513	45.502319	-122.441609
4132050	Happy Valley	41005	28916	45.433966	-122.508694
4134100	Hillsboro	41067	111126	45.525315	-122.93638
4138500	Keizer	41047	39140	45.000532	-123.021013
4140550	Lake Oswego	41005	39722	45.413551	-122.700007
4145000	McMinnville	41071	34647	45.211047	-123.191822
4147000	Medford	41029	86494	42.336006	-122.851762
4152100	Newberg	41071	26896	45.306618	-122.960782
4155200	Oregon City	41005	38175	45.341314	-122.592327
4159000	Portland	41051	635109	45.536951	-122.649971
4161200	Redmond	41017	38547	44.260694	-121.182425
4164900	Salem	41047	181779	44.9239	-123.023007
4169600	Springfield	41039	61431	44.05356	-122.980924
4173650	Tigard	41067	57929	45.422921	-122.784388
4174950	Tualatin	41067	28139	45.376856	-122.774723
4180150	West Linn	41005	26567	45.36652	-122.638391
4182800	Wilsonville	41005	27833	45.311262	-122.77092
4183750	Woodburn	41047	31948	45.147001	-122.861144
4202000	Allentown	42077	126044	40.593648	-75.478393
4202184	Altoona	42013	42347	40.508052	-78.401114
4206064	Bethel Park	42003	32074	40.323803	-80.036421
4206088	Bethlehem	42095	79644	40.626424	-75.367898
4213208	Chester	42045	33996	39.845558	-75.371882
4221648	Easton	42095	30402	40.686056	-75.218077
4224000	Erie	42049	91838	42.116594	-80.073503
4232800	Harrisburg	42043	50522	40.275891	-76.88502
4233408	Hazleton	42079	30286	40.95047	-75.972509
4241216	Lancaster	42071	58366	40.042061	-76.30099
4242168	Lebanon	42075	26479	40.341193	-76.422735
4250528	Monroeville	42003	27685	40.426324	-79.761379
4254656	Norristown	42091	35911	40.122076	-75.33987
4260000	Philadelphia	42101	1574281	40.009297	-75.133271
4261000	Pittsburgh	42003	307632	40.439892	-79.975472
4261536	Plum	42003	26225	40.501869	-79.748178
4263624	Reading	42011	95832	40.33922	-75.926277
4269000	Scranton	42069	75514	41.404152	-75.665953
4273808	State College	42027	40844	40.791039	-77.856813
4285152	Wilkes-Barre	42079	44523	41.246561	-75.875689
4285312	Williamsport	42081	27384	41.240019	-77.035591
4287048	York	42133	45342	39.964798	-76.73184
4419180	Cranston	44007	84647	41.769734	-71.485049
4422960	East Providence	44007	48249	41.800433	-71.359258
4454640	Pawtucket	44007	77065	41.874824	-71.373323
4459000	Providence	44007	195310	41.823056	-71.418784
4474300	Warwick	44003	84187	41.703092	-71.420155
4480780	Woonsocket	44007	44580	42.001708	-71.499947
4500550	Aiken	45003	33808	33.531594	-81.725073
4501360	Anderson	45007	31323	34.521487	-82.643517
4507210	Bluffton	45013	36807	32.216118	-80.93179
4513330	Charleston	45019	159423	32.828017	-79.972896
4516000	Columbia	45079	147035	34.040326	-80.898071
4516405	Conway	45051	30627	33.834533	-79.049173
4521985	Easley	45077	27319	34.818457	-82.586196
4525810	Florence	45041	41231	34.178923	-79.792217
4526890	Fort Mill	45091	38673	35.005997	-80.94
4529815	Goose Creek	45015	52010	32.994906	-80.009232
4530850	Greenville	45045	75310	34.836902	-82.362997
4530985	Greer	45045	50007	34.931799	-82.229115
4534045	Hilton Head Island	45013	38196	32.190308	-80.738434
4541335	Lexington	45063	25729	33.992877	-81.221797
4545115	Mauldin	45045	31465	34.780647	-82.304953
4548535	Mount Pleasant	45019	95469	32.806799	-79.863623
4549075	Myrtle Beach	45051	40937	33.71039	-78.886024
4550695	North Augusta	45003	26982	33.523303	-81.956566
4550875	North Charleston	45019	129245	32.917188	-80.065424
4561405	Rock Hill	45091	75911	34.936693	-81.020248
4566580	Simpsonville	45045	28459	34.728538	-82.256377
4568290	Spartanburg	45083	39978	34.945627	-81.925944
4570270	Summerville	45035	53177	33.005587	-80.177379
4570405	Sumter	45085	43094	33.940848	-80.395543
4600100	Aberdeen	46013	27961	45.46515	-98.469782
4607580	Brookings	46011	25355	44.302416	-96.785336
4652980	Rapid City	46103	80589	44.071071	-103.217924
4659020	Sioux Falls	46099	213748	43.540696	-96.731962
4703440	Bartlett	47157	56416	35.234169	-89.820266
4708280	Brentwood	47187	45313	35.993904	-86.770834
4708540	Bristol	47163	28107	36.558549	-82.217001
4714000	Chattanooga	47065	194144	35.065958	-85.248386
4715160	Clarksville	47125	188829	36.566226	-87.345893
4715400	Cleveland	47011	51172	35.180044	-84.871288
4716420	Collierville	47157	51909	35.048907	-89.6971
4716540	Columbia	47119	50072	35.625616	-87.044232
4716920	Cookeville	47141	38212	36.146926	-85.512653
4725760	Farragut	47093	25121	35.876233	-84.180019
4727740	Franklin	47187	90226	35.914025	-86.852161
4728540	Gallatin	47165	54590	36.381524	-86.467021
4728960	Germantown	47157	40001	35.081957	-89.782584
4733280	Hendersonville	47165	64266	36.307262	-86.602288
4737640	Jackson	47113	69339	35.658451	-88.837399
4738320	Johnson City	47179	74943	36.342325	-82.380915
4739560	Kingsport	47163	57530	36.51937	-82.543393
4740000	Knoxville	47093	202021	35.97068	-83.94927
4741200	La Vergne	47149	42146	36.022237	-86.559384
4741520	Lebanon	47189	53412	36.198303	-86.345523
4746380	Maryville	47009	32442	35.74781	-83.980234
4748000	Memphis	47157	609647	35.109164	-89.968511
4750280	Morristown	47063	33517	36.204351	-83.300032
4750780	Mount Juliet	47189	45172	36.201848	-86.510506
4751560	Murfreesboro	47149	171178	35.853915	-86.421224
4752006	Nashville	47037	721074	36.172178	-86.784602
4755120	Oak Ridge	47001	35395	35.966483	-84.290549
4767760	Shelbyville	47003	26146	35.501338	-86.452914
4769420	Smyrna	47149	63321	35.967533	-86.525348
4770580	Spring Hill	47187	61336	35.743297	-86.911806
4801000	Abilene	48441	131588	32.454514	-99.738147
4801924	Allen	48085	113447	33.107224	-96.674676
4802272	Alvin	48039	30115	29.424772	-95.224432
4803000	Amarillo	48381	205130	35.199903	-101.830194
4803300	Anna	48085	35245	33.348164	-96.553438
4804000	Arlington	48439	402134	32.700708	-97.124691
4805000	Austin	48453	1002632	30.298622	-97.754134
4805372	Balch Springs	48113	27258	32.713904	-96.618062
4806128	Baytown	48201	86561	29.766272	-94.962678
4807000	Beaumont	48245	112967	30.084912	-94.14533
4807132	Bedford	48439	47958	32.845838	-97.135076
4807492	Belton	48027	25964	31.052345	-97.479542
4810768	Brownsville	48061	192957	25.989404	-97.480625
4810912	Bryan	48041	91996	30.666016	-96.381049
4811428	Burleson	48251	56907	32.514445	-97.323293
4813024	Carrollton	48121	134562	32.989071	-96.899694
4813492	Cedar Hill	48113	49801	32.584326	-96.958898
4813552	Cedar Park	48491	79032	30.510177	-97.818626
4813684	Celina	48085	64427	33.32296	-96.798821
4814920	Cibolo	48187	39019	29.565803	-98.212822
4815364	Cleburne	48251	39942	32.354993	-97.411558
4815976	College Station	48041	127472	30.58516	-96.29636
4815988	Colleyville	48439	25727	32.891478	-97.149747
4816432	Conroe	48339	119564	30.328717	-95.4846
4816468	Converse	48029	32481	29.512488	-98.304625
4816612	Coppell	48113	41386	32.963318	-96.990082
4816624	Copperas Cove	48099	40118	31.119436	-97.913909
4817000	Corpus Christi	48355	317247	27.754252	-97.173385
4817060	Corsicana	48349	25487	32.082404	-96.4667
4819000	Dallas	48113	1329491	32.793333	-96.766513
4819624	Deer Park	48201	34282	29.691659	-95.116531
4819792	Del Rio	48465	34496	29.373045	-100.881851
4819900	Denison	48181	26822	33.766936	-96.580667
4819972	Denton	48121	169431	33.217449	-97.141346
4820092	DeSoto	48113	56681	32.599349	-96.862941
4821628	Duncanville	48113	38915	32.64595	-96.91387
4821892	Eagle Pass	48323	28926	28.701071	-100.476229
4822660	Edinburg	48215	110700	26.318374	-98.15348
4824000	El Paso	48141	683012	31.84778	-106.431106
4824348	Ennis	48139	25694	32.325067	-96.633799
4824768	Euless	48439	60008	32.849366	-97.078592
4825452	Farmers Branch	48113	38320	32.927789	-96.878539
4825572	Fate	48397	29007	32.943281	-96.386775
4826232	Flower Mound	48121	79540	33.037418	-97.113477
4826604	Forney	48257	41658	32.742601	-96.452883
4827000	Fort Worth	48439	1028117	32.781954	-97.348573
4827648	Friendswood	48167	41319	29.507701	-95.200635
4827684	Frisco	48085	236955	33.155424	-96.822593
4827876	Fulshear	48157	64630	29.696442	-95.885841
4828068	Galveston	48167	53636	29.186328	-94.965758
4829000	Garland	48113	249625	32.909826	-96.630334
4829336	Georgetown	48491	106907	30.668155	-97.698775
4830464	Grand Prairie	48113	209434	32.672226	-97.027343
4830644	Grapevine	48439	50714	32.934969	-97.075912
4830920	Greenville	48231	37069	33.111939	-96.110256
4831928	Haltom City	48439	45542	32.817698	-97.271152
4832312	Harker Heights	48027	35195	31.056708	-97.644221
4832372	Harlingen	48061	72467	26.192237	-97.696157
4834832	Horizon City	48141	25118	31.679648	-106.191055
4835000	Houston	48201	2397315	29.785743	-95.388806
4835528	Huntsville	48471	49088	30.700223	-95.554711
4835576	Hurst	48439	38974	32.836643	-97.180627
4835624	Hutto	48491	46048	30.541624	-97.544249
4837000	Irving	48113	257076	32.857673	-96.969481
4838476	Katy	48201	28373	29.791252	-95.840957
4838632	Keller	48439	46078	32.932877	-97.224513
4839040	Kerrville	48265	25578	30.038317	-99.131069
4839148	Killeen	48027	161883	31.075273	-97.731617
4839952	Kyle	48209	69917	29.994118	-97.883322
4840588	Lake Jackson	48039	27803	29.050864	-95.45123
4841212	Lancaster	48113	40526	32.596203	-96.773789
4841440	La Porte	48201	37983	29.667437	-95.049089
4841464	Laredo	48479	269515	27.560379	-99.489181
4841980	League City	48167	119905	29.49011	-95.108924
4842016	Leander	48491	91132	30.573906	-97.862571
4842508	Lewisville	48121	139006	33.050612	-96.972722
4843012	Little Elm	48121	62727	33.192555	-96.919909
4843888	Longview	48183	83236	32.520234	-94.761114
4845000	Lubbock	48303	273071	33.561901	-101.888883
4845072	Lufkin	48005	34350	31.322904	-94.729026
4845384	McAllen	48215	150640	26.224966	-98.246083
4845744	McKinney	48085	236001	33.201125	-96.664161
4846452	Mansfield	48439	84444	32.569188	-97.120532
4847496	Melissa	48085	29969	33.288521	-96.557632
4847892	Mesquite	48113	150693	32.75955	-96.584164
4848072	Midland	48329	147615	32.024174	-102.113307
4848096	Midlothian	48139	46683	32.468198	-96.990724
4848768	Mission	48215	88992	26.20406	-98.325221
4848804	Missouri City	48157	77327	29.559901	-95.534665
4850256	Nacogdoches	48347	32500	31.612364	-94.652046
4850820	New Braunfels	48091	122492	29.699306	-98.115127
4852356	North Richland Hills	48439	70843	32.860378	-97.21851
4853388	Odessa	48135	122707	31.880461	-102.345314
4855080	Paris	48277	25205	33.668929	-95.546616
4856000	Pasadena	48201	148539	29.655036	-95.151318
4856348	Pearland	48039	129930	29.555732	-95.323012
4857176	Pflugerville	48453	68316	30.446596	-97.601326
4857200	Pharr	48215	80830	26.163436	-98.19389
4858016	Plano	48085	293028	33.050769	-96.747944
4858820	Port Arthur	48245	55804	29.900008	-93.89442
4859576	Princeton	48085	43524	33.184474	-96.509393
4859696	Prosper	48085	45605	33.240952	-96.80745
4861796	Richardson	48113	118542	32.972291	-96.708069
4862828	Rockwall	48397	53980	32.918056	-96.43805
4863284	Rosenberg	48157	42701	29.546716	-95.822955
4863500	Round Rock	48491	141282	30.526767	-97.660079
4863572	Rowlett	48113	67890	32.915926	-96.548587
4863668	Royse City	48397	28307	32.97268	-96.31834
4864064	Sachse	48113	32834	32.969015	-96.579507
4864472	San Angelo	48451	100640	31.441078	-100.450499
4865000	San Antonio	48029	1548422	29.459775	-98.524263
4865516	San Juan	48215	37868	26.189385	-98.151806
4865600	San Marcos	48209	77830	29.873334	-97.935737
4866128	Schertz	48187	45978	29.563372	-98.250848
4866644	Seguin	48187	41048	29.590227	-97.968607
4867496	Sherman	48181	52417	33.628505	-96.625978
4868636	Socorro	48141	38787	31.638491	-106.25744
4869032	Southlake	48439	31175	32.954493	-97.148867
4870808	Sugar Land	48157	107726	29.595555	-95.631159
4872176	Temple	48027	98412	31.104936	-97.388512
4872368	Texarkana	48037	36195	33.449204	-94.085008
4872392	Texas City	48167	59733	29.424942	-94.890026
4872530	The Colony	48121	46196	33.089598	-96.903368
4874144	Tyler	48423	113723	32.317334	-95.306399
4875428	Victoria	48469	66500	28.828528	-96.986015
4876000	Waco	48309	147788	31.557886	-97.190841
4876816	Waxahachie	48139	50090	32.40248	-96.844493
4876864	Weatherford	48367	40634	32.755397	-97.765731
4877272	Weslaco	48215	44203	26.160549	-97.987654
4879000	Wichita Falls	48485	101951	33.906654	-98.525848
4880356	Wylie	48085	63842	33.029273	-96.52714
4901310	American Fork	49049	41020	40.377877	-111.795074
4907690	Bountiful	49011	44988	40.872483	-111.8612
4911320	Cedar City	49021	41871	37.683877	-113.09579
4913850	Clearfield	49011	35144	41.097012	-112.01792
4920120	Draper	49035	50652	40.49715	-111.864636
4920810	Eagle Mountain	49049	66557	40.314272	-112.011983
4924740	Farmington	49011	26266	40.984669	-111.906306
4934970	Herriman	49035	63282	40.491819	-112.02043
4936070	Holladay	49035	31162	40.659924	-111.822697
4937170	Hurricane	49053	25745	37.148483	-113.359032
4940360	Kaysville	49011	33307	41.029342	-111.945074
4943660	Layton	49011	85308	41.077423	-111.960727
4944320	Lehi	49049	95313	40.41708	-111.871147
4945860	Logan	49005	55576	41.740138	-111.843754
4947290	Magna	49035	35401	40.750819	-112.191221
4949710	Midvale	49035	36099	40.614723	-111.892822
4950150	Millcreek	49035	63926	40.689017	-111.829559
4953230	Murray	49035	53297	40.650654	-111.886568
4955980	Ogden	49057	89510	41.228391	-111.968147
4957300	Orem	49049	95214	40.298067	-111.699463
4960930	Pleasant Grove	49049	37773	40.37145	-111.741264
4962470	Provo	49049	114527	40.245312	-111.645057
4965110	Roy	49057	38794	41.17146	-112.048476
4965330	St. George	49053	108713	37.077006	-113.576534
4967000	Salt Lake City	49035	218428	40.775366	-111.927266
4967440	Sandy	49035	92386	40.571714	-111.84987
4967825	Saratoga Springs	49049	61397	40.344608	-111.915893
4970850	South Jordan	49035	87614	40.555007	-111.992337
4971070	South Salt Lake	49035	26934	40.705649	-111.898617
4971290	Spanish Fork	49049	48837	40.113182	-111.643067
4972280	Springville	49049	35670	40.164273	-111.619525
4974810	Syracuse	49011	39909	41.08543	-112.071668
4975360	Taylorsville	49035	57484	40.656942	-111.94933
4976680	Tooele	49045	42270	40.539396	-112.307843
4981960	Washington	49053	37107	37.126675	-113.48776
4982930	West Haven	49057	25627	41.209075	-112.053612
4982950	West Jordan	49035	116812	40.602862	-112.001544
4983470	West Valley City	49035	137491	40.688493	-112.011759
5010675	Burlington	50007	44019	44.492373	-73.239498
5101000	Alexandria	51510	160662	38.818815	-77.083227
5107784	Blacksburg	51121	45104	37.231264	-80.426745
5114968	Charlottesville	51540	44388	38.037658	-78.485381
5116000	Chesapeake	51550	255332	36.679376	-76.301788
5121344	Danville	51590	41647	36.581754	-79.408258
5126496	Fairfax	51600	26772	38.853183	-77.299025
5129744	Fredericksburg	51630	30393	38.299272	-77.486658
5135000	Hampton	51650	137315	37.047961	-76.297293
5135624	Harrisonburg	51660	50839	38.436255	-78.873303
5136648	Herndon	51059	25506	38.970412	-77.387073
5144984	Leesburg	51107	49917	39.102847	-77.554525
5147672	Lynchburg	51680	81347	37.399069	-79.195294
5148952	Manassas	51683	44332	38.746808	-77.482633
5156000	Newport News	51700	183230	37.076456	-76.520641
5157000	Norfolk	51710	231013	36.923015	-76.244641
5161832	Petersburg	51730	33734	37.20473	-77.392368
5164000	Portsmouth	51740	96777	36.863852	-76.362368
5167000	Richmond	51760	237257	37.531399	-77.476009
5168000	Roanoke	51770	99111	37.278458	-79.958174
5170000	Salem	51775	25816	37.285333	-80.055241
5175216	Staunton	51790	26801	38.157978	-79.061876
5176432	Suffolk	51800	104699	36.697157	-76.634781
5182000	Virginia Beach	51810	453737	36.779113	-76.02845
5186720	Winchester	51840	28272	39.173869	-78.176356
5303180	Auburn	53033	86301	47.304622	-122.210455
5305210	Bellevue	53033	154193	47.597425	-122.157467
5305280	Bellingham	53073	96395	48.753442	-122.470179
5307380	Bothell	53033	52199	47.773531	-122.204376
5307695	Bremerton	53035	45482	47.539967	-122.717063
5308850	Burien	53033	51859	47.475605	-122.344661
5309480	Camas	53011	27749	45.601809	-122.430381
5317635	Des Moines	53033	33032	47.388708	-122.317581
5320750	Edmonds	53061	42748	47.813604	-122.35333
5322640	Everett	53061	113567	47.961199	-122.188933
5323515	Federal Way	53033	99729	47.311596	-122.337757
5333805	Issaquah	53033	39423	47.546249	-122.058147
5335275	Kennewick	53005	88366	46.197622	-119.175923
5335415	Kent	53033	134871	47.390008	-122.213528
5335940	Kirkland	53033	97410	47.69702	-122.203694
5336745	Lacey	53067	58833	47.045665	-122.795252
5337900	Lake Stevens	53061	42091	48.003405	-122.096828
5338038	Lakewood	53053	62755	47.164092	-122.528106
5340245	Longview	53015	38362	46.145707	-122.964299
5340840	Lynnwood	53061	42132	47.828979	-122.300672
5343150	Maple Valley	53033	28482	47.367147	-122.034815
5343955	Marysville	53061	77686	48.080214	-122.154312
5345005	Mercer Island	53033	25422	47.564004	-122.231214
5347245	Moses Lake	53025	27469	47.12785	-119.276384
5347490	Mountlake Terrace	53061	25430	47.794369	-122.302498
5347560	Mount Vernon	53057	35193	48.417071	-122.311832
5351300	Olympia	53067	56724	47.040604	-122.895
5353545	Pasco	53021	82848	46.266113	-119.121426
5356625	Pullman	53075	33756	46.733126	-117.168277
5356695	Puyallup	53053	42682	47.179046	-122.291523
5357535	Redmond	53033	82506	47.677924	-122.115336
5357745	Renton	53033	104975	47.479488	-122.194892
5358235	Richland	53005	65258	46.28698	-119.294045
5361115	Sammamish	53033	66110	47.594268	-122.038081
5362288	SeaTac	53033	34578	47.443688	-122.298516
5363000	Seattle	53033	784777	47.619335	-122.351538
5363960	Shoreline	53033	66542	47.757532	-122.345303
5367000	Spokane	53063	230783	47.666935	-117.433322
5367167	Spokane Valley	53063	108405	47.663353	-117.23278
5370000	Tacoma	53053	229816	47.252199	-122.459832
5372905	Tumwater	53067	28010	46.989463	-122.917277
5373465	University Place	53053	35479	47.215371	-122.547259
5374060	Vancouver	53011	199698	45.637156	-122.596567
5375775	Walla Walla	53071	34058	46.067006	-118.337033
5377105	Wenatchee	53007	35547	47.435985	-120.329266
5380010	Yakima	53077	97458	46.590938	-120.5494
5414600	Charleston	54039	46117	38.348692	-81.632324
5439460	Huntington	54011	44815	38.40934	-82.433516
5455756	Morgantown	54061	30293	39.637487	-79.946854
5462140	Parkersburg	54107	28593	39.261319	-81.54336
5486452	Wheeling	54069	25680	40.07494	-80.693434
5502375	Appleton	55087	75452	44.279795	-88.388303
5506500	Beloit	55105	36649	42.523506	-89.01766
5510025	Brookfield	55133	41448	43.06432	-88.117794
5511950	Caledonia	55101	25229	42.797411	-87.877405
5522300	Eau Claire	55035	72465	44.818343	-91.494769
5525950	Fitchburg	55025	34615	42.985782	-89.425334
5526275	Fond du Lac	55039	44541	43.772182	-88.440264
5527300	Franklin	55079	36687	42.883879	-88.011548
5531000	Green Bay	55009	106675	44.521542	-87.986568
5531175	Greenfield	55079	37159	42.960957	-88.004223
5537825	Janesville	55105	66929	42.684698	-89.01317
5539225	Kenosha	55059	99239	42.587526	-87.879996
5540775	La Crosse	55063	50784	43.825075	-91.22457
5548000	Madison	55025	286233	43.087815	-89.429856
5548500	Manitowoc	55071	34671	44.097981	-87.678945
5551000	Menomonee Falls	55133	41291	43.159411	-88.121548
5551150	Mequon	55089	25120	43.21117	-88.015761
5553000	Milwaukee	55079	562407	43.063348	-87.966695
5554875	Mount Pleasant	55101	28253	42.708832	-87.884894
5555275	Muskego	55133	25602	42.871356	-88.13432
5555750	Neenah	55139	27638	44.164575	-88.480038
5556375	New Berlin	55133	39953	42.972	-88.129168
5558800	Oak Creek	55079	38296	42.878693	-87.898676
5560500	Oshkosh	55139	67460	44.023168	-88.56226
5566000	Racine	55101	77908	42.725569	-87.814224
5572975	Sheboygan	55117	49376	43.738713	-87.731531
5577200	Stevens Point	55097	26377	44.5253	-89.550377
5578600	Sun Prairie	55025	39227	43.183796	-89.234319
5578650	Superior	55031	26397	46.693164	-92.081086
5584250	Waukesha	55133	70872	43.009084	-88.245062
5584475	Wausau	55073	40188	44.961766	-89.646538
5584675	Wauwatosa	55079	48649	43.063165	-88.035583
5585300	West Allis	55079	60119	43.007186	-88.028986
5585350	West Bend	55131	32268	43.417492	-88.181685
5613150	Casper	56025	58771	42.84212	-106.321282
5613900	Cheyenne	56021	66507	41.128275	-104.799155
5631855	Gillette	56005	34024	44.27258	-105.498936
5645050	Laramie	56001	32284	41.31181	-105.606472
