name	locality	segments
Krangatan	Lindås	11
Södra Lindåsgatan	Lindås	11
Flygtvägen	Lindås	10
Kvarngatan	Lindås	9
Norra Lindåsgatan	Lindås	7
Knappsmålavägen	Lindås	6
Skutarydsvägen	Lindås	6
Trastvägen	Lindås	6
Dackevägen	Lindås	5
Emmabovägen	Lindås	5
Mörtebovägen	Lingbo	14
Fallåsvägen	Lingbo	11
Smalbyvägen	Lingbo	6
Stationsvägen	Lingbo	6
Västerfallet	Lingbo	6
Fallvägen	Lingbo	5
Norra Lingbovägen	Lingbo	5
Norrgårdarna	Lingbo	5
Slåttlandsvägen	Lingbo	5
Södra Lingbovägen	Lingbo	5
Lingvägen	Linghed	31
Åsvägen	Linghed	17
Ösängesvägen	Linghed	11
Gråsala	Linghed	9
Gustafsbergsvägen	Linghed	9
Smednäsvägen	Linghed	9
Spjärsbovägen	Linghed	9
Mörkängesvägen	Linghed	8
Petterssons väg	Linghed	7
Rävilsvägen	Linghed	6
Kråksångsvägen	Linghem	16
Ärenprisvägen	Linghem	16
Himnavägen	Linghem	15
Tellbovägen	Linghem	15
Tulpanvägen	Linghem	14
Gällstadsvägen	Linghem	11
Långängsvägen	Linghem	11
Sparvsångsvägen	Linghem	11
Fågelsångsvägen	Linghem	10
Kungshagsvägen	Linghem	10
Norrköpingsvägen	Linköping	53
Rydsvägen	Linköping	53
Bergsvägen	Linköping	52
Malmslättsvägen	Linköping	39
Lambohovsleden	Linköping	36
Industrigatan	Linköping	34
Drottninggatan	Linköping	33
Söderleden	Linköping	33
Ullevileden	Linköping	30
Vårbruksgatan	Linköping	30
Lindvägen	Linneryd	7
Klockvägen	Linneryd	5
Rönnvägen	Linneryd	5
Andviksvägen	Linneryd	3
Furuvägen	Linneryd	3
Haglyckevägen	Linneryd	3
Karlavägen	Linneryd	3
Växjövägen	Linneryd	3
Björkvägen	Linneryd	2
Ekvägen	Linneryd	2
Slättanäsvägen	Listerby	18
Vambåsavägen	Listerby	13
Torkövägen	Listerby	10
Byvägen	Listerby	9
Gövägen	Listerby	7
Johannishusvägen	Listerby	7
Yxnarumsvägen	Listerby	7
Jordösundsvägen	Listerby	6
Norra Jordövägen	Listerby	6
Västragårdsvägen	Listerby	6
Östersundsvägen	Lit	12
Norrgårdsvägen	Lit	8
Krokvägen	Lit	7
Skolvägen	Lit	7
Nybyvägen	Lit	6
Kornåkersvägen	Lit	5
Magasinsvägen	Lit	5
Sörevägen	Lit	5
Bodavägen	Lit	4
Kyrkvägen	Lit	3
Lingonvägen	Ljugarn	14
Strandvägen	Ljugarn	10
Kvarnbacksvägen	Ljugarn	9
Louis Sparres väg	Ljugarn	9
Hålvägen	Ljugarn	8
Strandridarevägen	Ljugarn	8
Gryngevägen	Ljugarn	7
När Hamngårdsvägen	Ljugarn	7
Storvägen	Ljugarn	7
Badvägen	Ljugarn	6
Hjältes väg	Ljung	12
Skolvägen	Ljung	12
Alingsåsvägen	Ljung	10
Klövervägen	Ljung	10
Falköpingsvägen	Ljung	9
Parkvägen	Ljung	9
Byvägen	Ljung	8
Ringvägen	Ljung	8
Armaturvägen	Ljung	6
Kyrkvägen	Ljung	6
Folkets husvägen	Ljungaverk	19
Hussborgsvägen	Ljungaverk	12
Risavägen	Ljungaverk	8
Borrbodsvägen	Ljungaverk	7
Källråvägen	Ljungaverk	7
Fridhemsgatan	Ljungaverk	6
Ljungavägen	Ljungaverk	6
Fredriksgatan	Ljungaverk	5
Ringvägen	Ljungaverk	5
Åkervägen	Ljungaverk	5
Skinnarevägen	Ljungby	39
Helsingborgsvägen	Ljungby	37
Ågårdsvägen	Ljungby	19
Kungsgatan	Ljungby	18
Torsgatan	Ljungby	18
Norrleden	Ljungby	17
John A Lagers väg	Ljungby	15
Flygarvägen	Ljungby	12
Klockaregårdsgatan	Ljungby	11
Sickingevägen	Ljungby	11
Långgatan	Ljungbyhed	13
Thulinvägen	Ljungbyhed	11
Karbingatan	Ljungbyhed	9
Sabelgatan	Ljungbyhed	9
Föreningsgatan	Ljungbyhed	8
Mörsarevägen	Ljungbyhed	8
Nybrogatan	Ljungbyhed	8
Tummelisas väg	Ljungbyhed	8
Gamla Bonnarpsvägen	Ljungbyhed	6
Skräddarehuset	Ljungbyhed	6
Harbyvägen	Ljungbyholm	16
Kölbygärdegatan	Ljungbyholm	14
Byvägen	Ljungbyholm	13
Dunövägen	Ljungbyholm	13
Smedbyvägen	Ljungbyholm	13
Mandelblomsvägen	Ljungbyholm	12
Dörbyvägen	Ljungbyholm	11
Kaplansvägen	Ljungbyholm	11
Rapsvägen	Ljungbyholm	10
Backhagsvägen	Ljungbyholm	9
Hällevägen	Ljungsarp	4
Lagmanshagavägen	Ljungsarp	4
Kärrstigen	Ljungsarp	3
Ljungstigen	Ljungsarp	3
Rotstigen	Ljungsarp	3
Björkstigen	Ljungsarp	2
Hestravägen	Ljungsarp	2
Jönköpingsvägen	Ljungsarp	2
Kvarnstigen	Ljungsarp	2
Bladstigen	Ljungsarp	1
O G Svenssons väg	Ljungsbro	18
Norra Cloettavägen	Ljungsbro	15
Hällestadsvägen	Ljungsbro	12
Krassevägen	Ljungsbro	12
Skarpåsenvägen	Ljungsbro	10
Hanorpsvägen	Ljungsbro	9
Luktärtsvägen	Ljungsbro	9
Husarvägen	Ljungsbro	8
Härnegatan	Ljungsbro	8
Kungsbrovägen	Ljungsbro	8
Lyckornavägen	Ljungskile	18
Åsvägen	Ljungskile	17
Fjällvägen	Ljungskile	14
Övre allén	Ljungskile	11
Strandlyckås väg	Ljungskile	10
Arendalsvägen	Ljungskile	9
Sjöskogenvägen	Ljungskile	9
Skarsjövägen	Ljungskile	9
Uddevallavägen	Ljungskile	9
Ulvesundsvägen	Ljungskile	9
Borrvägen	Ljusdal	23
Ämbarbovägen	Ljusdal	23
Edängevägen	Ljusdal	22
Ringvägen	Ljusdal	20
Snäre byväg	Ljusdal	20
Hybo byväg	Ljusdal	19
Norrkämstavägen	Ljusdal	19
Kavenvägen	Ljusdal	18
Hotellgatan	Ljusdal	16
Hudiksvallsvägen	Ljusdal	16
Örebrovägen	Ljusfallshammar	32
Djuckerövägen	Ljusfallshammar	6
Högamonvägen	Ljusfallshammar	4
Walenius väg	Ljusfallshammar	3
Getryggen	Ljusfallshammar	2
Gjutmästarevägen	Ljusfallshammar	2
Hammarhöjdsvägen	Ljusfallshammar	2
Hyttsjövägen	Ljusfallshammar	2
Strånkärrsvägen	Ljusfallshammar	2
Holmestorpsvägen	Ljusfallshammar	1
Alavägen	Ljusne	12
Stationsvägen	Ljusne	10
Industrivägen	Ljusne	9
Malmvägen	Ljusne	9
Fridhemsvägen	Ljusne	8
Kraftverksvägen	Ljusne	8
Bäckängsvägen	Ljusne	7
Lumavägen	Ljusne	7
Masugnsvägen	Ljusne	6
Rostugnsvägen	Ljusne	6
Bruksvägen	Ljusnedal	21
Messlingen Busks väg	Ljusnedal	15
Västmon	Ljusnedal	12
Sörmovägen	Ljusnedal	11
Svegsvägen	Ljusnedal	8
Messlingen Sjövägen	Ljusnedal	7
Industrivägen	Ljusnedal	6
Messlingen Myrhusvägen	Ljusnedal	6
Golfbanevägen	Ljusnedal	5
Kolvägen	Ljusnedal	5
Dyvassövägen	Ljusterö	25
Ekebykvarnsvägen	Ljusterö	22
Gärdsnäsvägen	Ljusterö	21
Lännaviksvägen	Ljusterö	18
Vadvägen	Ljusterö	17
Envikens hamnväg	Ljusterö	16
Largbacksvägen	Ljusterö	15
Mora byväg	Ljusterö	15
Punskogsvägen	Ljusterö	15
Viltringen	Ljusterö	15
Öresjön	Lofsdalen	20
Slagavallen Vonks väg	Lofsdalen	15
Uppvallen Talltitan	Lofsdalen	12
Uppvallen Lövsångaren	Lofsdalen	10
Uppvallsvägen	Lofsdalen	10
Fjällviddsvägen	Lofsdalen	9
Hovärksvägen	Lofsdalen	9
Landet Skogsvägen	Lofsdalen	9
Högbäcksvägen	Lofsdalen	8
Uppvallen Renen	Lofsdalen	8
Bjursundsvägen	Loftahammar	24
Tättövägen	Loftahammar	14
Månbergsvägen	Loftahammar	12
Annelundsvägen	Loftahammar	9
Sandgärdsvägen	Loftahammar	9
Källviksbrunnsvägen	Loftahammar	8
Mellangårdsvägen	Loftahammar	8
Trädgårdsmästarvägen	Loftahammar	8
Östanviksvägen	Loftahammar	7
Idrottsvägen	Loftahammar	6
Strandvägen	Lomma	21
Blåbärsgatan	Lomma	20
Lingongatan	Lomma	20
Smultrongatan	Lomma	19
Björnbärsgatan	Lomma	17
Bindaregången	Lomma	16
Hjortrongatan	Lomma	15
Nypongatan	Lomma	15
Prästbergavägen	Lomma	14
Idrottsvägen	Lomma	12
Los kyrkbyväg	Los	25
Ryggskog	Los	11
Norrbyvägen	Los	10
Gruvbyn Kårbölevägen	Los	7
Gruvbyvägen	Los	7
Furubergsvägen	Los	5
Kalmetervägen	Los	5
Rullbo Risbergsvägen	Los	5
Gammelvägen	Los	4
Gällsjövägen	Los	4
Lorebergsvägen	Lotorp	13
Bygatan	Lotorp	10
Mandelblomsvägen	Lotorp	9
Dunderbacksvägen	Lotorp	8
Melbyvägen	Lotorp	7
Ryssnäsvägen	Lotorp	7
Torgvägen	Lotorp	6
Porsvägen	Lotorp	5
Rötkärrsvägen	Lotorp	5
Strömsborgsvägen	Lotorp	5
Byavägen	Lovikka	18
Kirunavägen	Lovikka	16
Erikas väg	Lovikka	12
Saadiovägen	Lovikka	6
Kirakkaniemivägen	Lovikka	4
Faluvägen	Ludvika	42
Hagenvägen	Ludvika	38
Halvarsvägen	Ludvika	37
Gamla Bangatan	Ludvika	26
Halvar-Olsvägen	Ludvika	22
Snöåvägen	Ludvika	22
Bergslagsgatan	Ludvika	21
Digervålavägen	Ludvika	20
Lyviksvägen	Ludvika	20
Högbergsgatan	Ludvika	19
Bruksvägen	Lugnvik	18
Lugnviksvägen	Lugnvik	17
Mälandsvägen	Lugnvik	9
Byvägen	Lugnvik	8
Olympiavägen	Lugnvik	8
Tornvägen	Lugnvik	8
Gålåvägen	Lugnvik	7
Hallstavägen	Lugnvik	7
Högbovägen	Lugnvik	6
Skolvägen	Lugnvik	6
Lövskärsvägen	Luleå	125
Bensbyvägen	Luleå	90
Hertsövägen	Luleå	79
Svartövägen	Luleå	76
Haparandavägen	Luleå	74
Mjölkuddsvägen	Luleå	62
Björsbyvägen	Luleå	57
Björkskataleden	Luleå	52
Granövägen	Luleå	49
Kronanvägen	Luleå	45
Fjelievägen	Lund	41
Rudeboksvägen	Lund	34
Trollebergsvägen	Lund	32
Autostradan	Lund	31
Korsåkersvägen	Lund	29
Skyttelinjen	Lund	28
Scheelevägen	Lund	24
Dalbyvägen	Lund	23
Getingevägen	Lund	22
Odarslövsvägen	Lund	20
Sandövägen	Lunde	19
Lundevägen	Lunde	16
Gäddasvägen	Lunde	9
Lerviksvägen	Lunde	9
Torparvägen	Lunde	9
Åvägen	Lunde	9
Bagarvägen	Lunde	8
Riksvägen	Lunde	8
Hyssbacken	Lunde	7
Postvägen	Lunde	7
Lundvägen	Lundsbrunn	10
Mariedalsvägen	Lundsbrunn	9
Rosenvägen	Lundsbrunn	8
Ringvägen	Lundsbrunn	6
Kyrkogatan	Lundsbrunn	5
Lundagårdsvägen	Lundsbrunn	5
Bäckaforsvägen	Lundsbrunn	4
Flädervägen	Lundsbrunn	3
Furuvägen	Lundsbrunn	3
Gullregnsvägen	Lundsbrunn	3
Renshogsvägen	Lur	12
Byvägen	Lur	8
Krossnäsvägen	Lur	7
Villavägen	Lur	6
Vintergatan	Lur	6
Smeberg Sågvägen	Lur	4
Torbal hästhagen	Lur	4
Backa skolväg	Lur	3
Backsippevägen	Lur	3
Gillbergsvägen	Lur	3
Matskärsvägen	Lycke	24
Lerskärsvägen	Lycke	19
Saltskärsvägen	Lycke	19
Krokens väg	Lycke	14
Sundviksvägen	Lycke	11
Toftebergsvägen	Lycke	10
Truskärsvägen	Lycke	9
Gulskärsvägen	Lycke	8
Dammkärrsvägen	Lycke	5
Humleskärsvägen	Lycke	5
Lyckebyvägen	Lyckeby	43
Kungsmarksvägen	Lyckeby	31
Österleden	Lyckeby	30
Knösövägen	Lyckeby	23
Verkövägen	Lyckeby	21
Backabovägen	Lyckeby	19
Gullbernavägen	Lyckeby	18
Riksvägen	Lyckeby	17
Ronnebyvägen	Lyckeby	17
Augerumsvägen	Lyckeby	16
Djuptjärnsvägen	Lycksele	41
Blå vägen	Lycksele	19
Storgatan	Lycksele	16
Sågvägen	Lycksele	15
Sorselevägen	Lycksele	14
Bångvägen	Lycksele	13
Hamngatan	Lycksele	12
Knaftvägen	Lycksele	10
Timmervägen	Lycksele	10
Länsmansvägen	Lycksele	9
Solbergavägen	Lyrestad	16
Lyrestadsvägen	Lyrestad	8
Weimers väg	Lyrestad	8
Furuvägen	Lyrestad	7
Grindängsvägen	Lyrestad	7
Ringvägen	Lyrestad	6
Guntorpsvägen	Lyrestad	4
Västerliden	Lyrestad	4
Centralgatan	Lyrestad	3
Sjötorpsvägen	Lyrestad	3
Landsvägsgatan	Lysekil	19
Torpgatan	Lysekil	18
Valbogatan	Lysekil	18
Drottninggatan	Lysekil	13
Gränsgatan	Lysekil	13
Slånbärsvägen	Lysekil	13
Stora Kyrkogatan	Lysekil	12
Färgaregatan	Lysekil	10
Sandviksvägen	Lysekil	10
Falkvägen	Lysekil	9
Villagatan	Lysvik	7
Kyrkogatan	Lysvik	6
Badabruk	Lysvik	5
Eriksbergsvägen	Lysvik	4
Gammelvägen	Lysvik	4
Myringbyvägen	Lysvik	4
Skolvägen	Lysvik	4
Tallåsvägen	Lysvik	4
Aureliusvägen	Lysvik	3
Högåsängsvägen	Lysvik	3
Boråsvägen	Länghem	9
Ingestorpsvägen	Länghem	7
Aspvägen	Länghem	6
Stomvägen	Länghem	6
Järnvägsgatan	Länghem	4
Kryddvägen	Länghem	4
Gälaredsgatan	Länghem	3
Salängsgatan	Länghem	3
Stationsgatan	Länghem	3
Cypressvägen	Länghem	2
Rute Hamnbacken	Lärbro	15
Korsbyvägen	Lärbro	14
Kappelshamn Snäckershagen	Lärbro	10
Lindvägen	Lärbro	9
Rute Valleviksvägen	Lärbro	7
Norrvangevägen	Lärbro	6
Angelbosvägen	Lärbro	5
Kappelshamn Snäckersvägen	Lärbro	5
Kappelshamnsvägen	Lärbro	5
Nysvägen	Lärbro	4
Ryavägen	Långaryd	3
Skattegårdsvägen	Långaryd	3
Söregårdsvägen	Långaryd	3
Långarydsvägen	Långaryd	2
Stallvägen	Långaryd	2
Carlbergsvägen	Långaryd	1
Gränsavägen	Långaryd	1
Lundbergsvägen	Långaryd	1
Munkavägen	Långaryd	1
Nybyvägen	Långaryd	1
Kyrkvägen	Långasjö	19
Backegårdsvägen	Långasjö	5
Stomvägen	Långasjö	4
Sjövägen	Långasjö	3
Gertrud Liljas väg	Långasjö	1
Granvägen	Långasjö	1
Hagvägen	Långasjö	1
Hembygdsvägen	Långasjö	1
Movägen	Långasjö	1
Skogsvägen	Långasjö	1
Lillögda Brattmyrtjärnen	Långbäcken	9
Bryggargatan	Långsele	9
Källvägen	Långsele	8
Strömvägen	Långsele	8
Södra Järnvägsgatan	Långsele	8
Bakvägen	Långsele	6
Solviksvägen	Långsele	6
Centralgatan	Långsele	5
Klockargatan	Långsele	5
Skolgatan	Långsele	5
Villavägen	Långsele	5
Svanvägen	Långserud	6
Norbrovägen	Långserud	4
Hammarevägen	Långserud	3
Södra Ny vägen	Långserud	3
Sörbrovägen	Långserud	3
Tjädervägen	Långserud	3
Östbrovägen	Långserud	3
Hyvelvägen	Långserud	2
Stavvägen	Långserud	2
Sågvägen	Långserud	2
Storgatan	Långshyttan	9
Trollbovägen	Långshyttan	9
Holmgatan	Långshyttan	8
Hyttgatan	Långshyttan	8
Kullerbacken	Långshyttan	8
Sexbovägen	Långshyttan	8
Bergsmäns väg	Långshyttan	7
Klostergatan	Långshyttan	7
Myckelbyvägen	Långshyttan	7
Svältbacken	Långshyttan	7
Lomvägen	Långviksmon	7
Ripstigen	Långviksmon	5
Orrvägen	Långviksmon	4
Bofinksvägen	Långviksmon	3
Morkullevägen	Långviksmon	3
Tjädervägen	Långviksmon	3
Örnvägen	Långviksmon	3
Berguvsvägen	Långviksmon	2
Spovstigen	Långviksmon	2
Svanvägen	Långviksmon	2
Långåsvägen	Långås	7
Morupsvägen	Långås	7
Breåsvägen	Långås	5
Kvarnvägen	Långås	5
Lindhultsvägen	Långås	5
Smultronstigen	Långås	5
Hamringavägen	Långås	4
Västkustvägen	Långås	4
Askhultsvägen	Långås	3
Hagtornsvägen	Långås	3
Hörbyvägen	Löberöd	9
Rolsbergavägen	Löberöd	5
Södra Radhusgatan	Löberöd	5
Östergatan	Löberöd	5
Havrevägen	Löberöd	4
Kornvägen	Löberöd	4
Battavägen	Löberöd	3
Järnvägsgatan	Löberöd	3
Mossavägen	Löberöd	3
Norra Radhusgatan	Löberöd	3
Södervångsvägen	Löddeköpinge	45
Odlarevägen	Löddeköpinge	34
Köpingevägen	Löddeköpinge	33
Sköldvägen	Löddeköpinge	29
Brynjevägen	Löddeköpinge	26
Fornvägen	Löddeköpinge	26
Bärnstensvägen	Löddeköpinge	24
Opalvägen	Löddeköpinge	24
Lantvägen	Löddeköpinge	20
Barsebäcksvägen	Löddeköpinge	19
Danska vägen	Lödöse	11
Lindvägen	Lödöse	10
Hedevägen	Lödöse	9
Lekarevägen	Lödöse	7
Göteborgsvägen	Lödöse	6
Klostergatan	Lödöse	5
Långgatan	Lödöse	5
Norregårdsvägen	Lödöse	5
Nygårdsvägen	Lödöse	5
Tingbergsvägen	Lödöse	5
Rundviksvägen	Lögdeå	12
Västerlångvägen	Lögdeå	7
Hallbergsvägen	Lögdeå	6
Laxstigen	Lögdeå	5
Byvägen	Lögdeå	4
Movägen	Lögdeå	4
Skolvägen	Lögdeå	4
Aspeåvägen	Lögdeå	2
Manhemsvägen	Lögdeå	1
Smedsvägen	Lögdeå	1
Dalavägen	Lönneberga	6
Kyrkvägen	Lönneberga	5
Källgatan	Lönneberga	4
Lönnebergavägen	Lönneberga	4
Granvägen	Lönneberga	3
Nygatan	Lönneberga	3
Körsbärsvägen	Lönneberga	2
Smedjegatan	Lönneberga	2
Brogatan	Lönneberga	1
Hemvärnsvägen	Lönneberga	1
Dragarevägen	Lönsboda	8
Södra Gränsgatan	Lönsboda	8
Pilgatan	Lönsboda	7
Skatliden	Lönsboda	7
Västra Järnvägsgatan	Lönsboda	7
Smedjegatan	Lönsboda	6
Tranebodavägen	Lönsboda	6
Östra Gränsgatan	Lönsboda	6
Byggmästaregatan	Lönsboda	5
Glimåkravägen	Lönsboda	5
Lövängsvägen	Löttorp	61
Horns kustväg	Löttorp	37
Trosnäsgatan	Löttorp	33
Hallnäsgatan	Löttorp	29
Vedbormvägen	Löttorp	29
Husvallavägen	Löttorp	24
Vässbygatan	Löttorp	24
Vedborms torpagata	Löttorp	21
Skogsbygatan	Löttorp	20
Loftagatan	Löttorp	18
Hölerödsvägen	Lövestad	14
Ryvägen	Lövestad	14
Ryadalsvägen	Lövestad	7
Stora Norregatan	Lövestad	7
Höängsvägen	Lövestad	6
Södra Kullamöllevägen	Lövestad	6
Gamla Prästavägen	Lövestad	5
Holmavägen	Lövestad	5
Lövestad Landsväg	Lövestad	5
Nyvångsvägen	Lövestad	5
Kapellvägen	Malgomaj	13
Höglandsvägen	Malgomaj	9
Selestjärnvägen	Malgomaj	7
Långselevägen	Malgomaj	2
Bergvik	Malgomaj	1
Låitavägen	Malgomaj	1
Malmbergsleden	Malmberget	21
Mellanvägen	Malmberget	18
Bergmansvägen	Malmberget	12
Puoitakvägen	Malmberget	12
Norra Kungsallén	Malmberget	10
Vintergatan	Malmberget	10
Gällivarevägen	Malmberget	9
Bolagsvägen	Malmberget	8
Skolgatan	Malmberget	8
Barongatan	Malmberget	7
Parkstigen	Malmbäck	8
Furugatan	Malmbäck	7
Timmervägen	Malmbäck	6
Fabriksgatan	Malmbäck	5
Skolgatan	Malmbäck	5
Östragårdsvägen	Malmbäck	5
Björkliden	Malmbäck	4
Björkängsgatan	Malmbäck	4
Hembygdsvägen	Malmbäck	4
Järnvägsgatan	Malmbäck	4
Landsvägsgatan	Malmköping	9
Kungsgatan	Malmköping	8
Malmagatan	Malmköping	8
Ängsvägen	Malmköping	8
Fornebovägen	Malmköping	7
Hyltingevägen	Malmköping	7
Ängstuvägen	Malmköping	7
Furugatan	Malmköping	6
Källgatan	Malmköping	6
Lagnövägen	Malmköping	6
Amiralsgatan	Malmö	88
Inre Ringvägen	Malmö	69
Linnégatan	Malmö	62
Nobelvägen	Malmö	55
Lorensborgsgatan	Malmö	53
Sallerupsvägen	Malmö	50
Pildammsvägen	Malmö	48
Ystadvägen	Malmö	46
Erikslustvägen	Malmö	45
John Ericssons väg	Malmö	44
Mobyvägen	Malung	27
Storbyvägen	Malung	18
Bärstigen	Malung	11
Storgatan	Malung	11
Västerdalsvägen	Malung	11
Heljevägen	Malung	10
Hindersvägen	Malung	10
Backbyvägen	Malung	9
Blomstervägen	Malung	9
Harsvägen	Malung	9
Ryavägen	Malungsfors	8
Ulfrisvägen	Malungsfors	7
Janvägen	Malungsfors	6
Jommovägen	Malungsfors	6
Trosvägen	Malungsfors	6
Åsvägen	Malungsfors	5
Backarnavägen	Malungsfors	4
Forsbyvägen	Malungsfors	4
Gangsvägen	Malungsfors	4
Gralämvägen	Malungsfors	4
Skolgatan	Malå	14
Bågvägen	Malå	6
Hammargatan	Malå	6
Ortvägen	Malå	6
Rengatan	Malå	6
Uddvägen	Malå	6
Hotellgatan	Malå	5
Kyrkogatan	Malå	5
Ringvägen	Malå	5
Gruvvägen	Malå	4
Västerlösavägen	Mantorp	21
Lövskogsvägen	Mantorp	10
Skördevägen	Mantorp	10
Trumpetarevägen	Mantorp	9
Bäckvägen	Mantorp	8
Sockenvägen	Mantorp	8
Travtränarvägen	Mantorp	8
Vetavägen	Mantorp	8
Parkvägen	Mantorp	7
Riksvägen	Mantorp	7
Ulricehamnsvägen	Marbäck	18
Villavägen	Marbäck	7
Alvägen	Marbäck	6
Nyebergsvägen	Marbäck	6
Gamla Marbäcksvägen	Marbäck	5
Nolhagavägen	Marbäck	5
Sjölanders väg	Marbäck	5
Ekvägen	Marbäck	4
Sjövägen	Marbäck	4
Åsundavägen	Marbäck	3
Västra Storgatan	Mariannelund	21
Mariannelundsvägen	Mariannelund	11
Järnvägsgatan	Mariannelund	9
Mogatan	Mariannelund	9
Esmarchsgatan	Mariannelund	8
Gärdesgatan	Mariannelund	8
Ingatorpsvägen	Mariannelund	8
Kyrkogatan	Mariannelund	8
Trädgårdsgatan	Mariannelund	8
Parkgatan	Mariannelund	7
Frönäsvägen	Mariefred	21
Slottsbrinksvägen	Mariefred	15
Ramtorpsvägen	Mariefred	13
Marsjövägen	Mariefred	12
Spennarslingan	Mariefred	11
Björklidsvägen	Mariefred	9
Nyponvägen	Mariefred	9
Kojens väg	Mariefred	8
Kärnbogatan	Mariefred	8
Mariefreds camping	Mariefred	8
Virkevägen	Marieholm	10
Katthögsvägen	Marieholm	9
Storgatan	Marieholm	9
Kvarngatan	Marieholm	6
Norråkravägen	Marieholm	5
Tegelvägen	Marieholm	5
Almliden	Marieholm	4
Bruksgatan	Marieholm	4
Fredriksrovägen	Marieholm	4
Jönelsborgsvägen	Marieholm	4
Marieforsleden	Mariestad	57
Tjädervägen	Mariestad	41
Bergsgatan	Mariestad	37
Strandvägen	Mariestad	28
Stockholmsvägen	Mariestad	27
Göteborgsvägen	Mariestad	26
Ullervadsvägen	Mariestad	26
Leksbergsvägen	Mariestad	25
Radbyvägen	Mariestad	24
Västra vägen	Mariestad	23
Järnvägsgatan	Markaryd	13
Kungsgatan	Markaryd	12
Hallarydsvägen	Markaryd	11
Kronobergsgatan	Markaryd	10
Råstorp träloravägen	Markaryd	10
Skulptörvägen	Markaryd	9
Västergatan	Markaryd	9
Bruksvägen	Markaryd	8
Hässleholmsvägen	Markaryd	8
Kyrkogatan	Markaryd	8
Lötgärdesvägen	Marmaverken	19
Gamla Marmavägen	Marmaverken	9
Båtsmansvägen	Marmaverken	7
Hibovägen	Marmaverken	6
Sommarvägen	Marmaverken	5
Linbanevägen	Marmaverken	4
Femkampsvägen	Marmaverken	3
Kattövägen	Marmaverken	3
Lindängen Nybruket	Marmaverken	3
Olarsvägen	Marmaverken	3
Hedvattenvägen	Marsfjäll	8
Oxvattenvägen	Marsfjäll	2
Kyrkogatan	Marstrand	9
Fredrik Bagges gata	Marstrand	7
Drottninggatan	Marstrand	5
Korsgatan	Marstrand	5
Parkgatan	Marstrand	5
Slottsgatan	Marstrand	5
Idrottsgatan	Marstrand	4
Lavettgatan	Marstrand	4
Långedalsvägen	Marstrand	4
Långgatan	Marstrand	4
Bällstavägen	Matfors	16
Runsviksvägen	Matfors	12
Åstavägen	Matfors	9
Storjordenvägen	Matfors	8
Lunnängevägen	Matfors	7
Skölevägen	Matfors	7
Plantvägen	Matfors	6
Sjövägen	Matfors	6
Basvägen	Matfors	5
Bjässhammarvägen	Matfors	5
Mårdsundsvägen	Mattmar	30
Mårdsundsbodarna Skogsvägen	Mattmar	19
Mårdsundsbodarna Ringvägen	Mattmar	14
Mårdsundsbodarna Fjällvägen	Mattmar	12
Mårdsundsbodarna Fjällslingan	Mattmar	11
Mårdsundsbodarna Lingonvägen	Mattmar	9
Mårdsundsbodarna Falkvägen	Mattmar	7
Mårdsundsbodarna Lenngrensvägen	Mattmar	7
Mårdsundsbodarna Vallvägen	Mattmar	7
Mårdsundsbodarna Bäckvägen	Mattmar	6
Tingshusgatan	Mellansel	11
Järnvägsgatan	Mellansel	9
Mellanselsvägen	Mellansel	9
Skolgatan	Mellansel	9
Västerselsvägen	Mellansel	9
Ringvägen	Mellansel	5
Skogsvägen	Mellansel	5
Sågvägen	Mellansel	5
Centrumgatan	Mellansel	4
Hantverkarbacken	Mellansel	4
Forbollsvägen	Mellanström	3
Kaskervägen	Mellanström	3
Hemströmsvägen	Mellanström	2
Makaurevägen	Mellanström	2
Kraja	Mellanström	1
Mellanströmsvägen	Mellanström	1
Storbacksvägen	Mellanström	1
Södra Kasker	Mellanström	1
Kustvägen	Mellbystrand	19
Birger Pers väg	Mellbystrand	16
Grönatorgsvägen	Mellbystrand	14
Idévägen	Mellbystrand	13
Kolonivägen	Mellbystrand	13
Rombergs väg	Mellbystrand	13
Sibyllavägen	Mellbystrand	13
Gränsvägen	Mellbystrand	12
Mellbyvägen	Mellbystrand	12
Måsvägen	Mellbystrand	10
Storgatan	Mellerud	16
Norra Kungsgatan	Mellerud	14
Landsvägsgatan	Mellerud	12
Odengatan	Mellerud	12
P D Lundgrensgatan	Mellerud	11
Rostocksgatan	Mellerud	9
Ängenäsgatan	Mellerud	9
Bergsgatan	Mellerud	8
Dalslandsgatan	Mellerud	8
Kyrkogatan	Mellerud	8
Orrhammarvägen	Mellösa	15
Harpsundsvägen	Mellösa	10
Sockenvägen	Mellösa	10
Ljusnevägen	Mellösa	6
Hägerbovägen	Mellösa	5
Nyponvägen	Mellösa	5
Björkvägen	Mellösa	4
Lyckebovägen	Mellösa	4
Utsiktsvägen	Mellösa	4
Backsippsvägen	Mellösa	3
Idrottsvägen	Mjällom	17
Kustvägen	Mjällom	17
Solvägen	Mjällom	6
Södervägen	Mjällom	6
Strandvägen	Mjällom	5
Bagarvägen	Mjällom	3
Fabriksvägen	Mjällom	3
Harstigen	Mjällom	3
Hjortstigen	Mjällom	3
Hotellvägen	Mjällom	3
Björkhemsvägen	Mjöbäck	7
Älekullavägen	Mjöbäck	7
Eriksbergsvägen	Mjöbäck	4
Nygårdsvägen	Mjöbäck	4
Regnbågsvägen	Mjöbäck	4
